AREAS,TIMESTAMP_d,INTERCOS,availabilityFactor_import,availabilityFactor_export,da_price
FR,2016-01-05T02:00:00Z,BE,0.575,1,21.5
FR,2016-01-05T03:00:00Z,BE,0.575,1,20
FR,2016-01-05T04:00:00Z,BE,0.575,1,23.53
FR,2016-01-05T05:00:00Z,BE,0.575,1,28.96
FR,2016-01-05T06:00:00Z,BE,0.575,1,38.32
FR,2016-01-05T07:00:00Z,BE,0.575,1,41.45
FR,2016-01-05T08:00:00Z,BE,0.575,1,40.72
FR,2016-01-05T09:00:00Z,BE,0.575,1,40.66
FR,2016-01-05T10:00:00Z,BE,0.575,1,40.33
FR,2016-01-05T11:00:00Z,BE,0.575,1,38.25
FR,2016-01-05T12:00:00Z,BE,0.575,1,36.98
FR,2016-01-05T13:00:00Z,BE,0.575,1,34.91
FR,2016-01-05T14:00:00Z,BE,0.575,1,33.5
FR,2016-01-05T15:00:00Z,BE,0.575,1,35.1
FR,2016-01-05T16:00:00Z,BE,0.575,1,42.44
FR,2016-01-05T17:00:00Z,BE,0.575,1,42.94
FR,2016-01-05T18:00:00Z,BE,0.575,1,43.02
FR,2016-01-05T19:00:00Z,BE,0.575,1,38.62
FR,2016-01-05T20:00:00Z,BE,0.575,1,35.03
FR,2016-01-05T21:00:00Z,BE,0.575,1,34.02
FR,2016-01-05T22:00:00Z,BE,0.575,1,35.94
FR,2016-01-05T23:00:00Z,BE,0.575,1,26.62
FR,2016-01-06T00:00:00Z,BE,0.575,1,25.58
FR,2016-01-06T01:00:00Z,BE,0.575,1,24.59
FR,2016-01-06T02:00:00Z,BE,0.575,1,22.5
FR,2016-01-06T03:00:00Z,BE,0.575,1,23.16
FR,2016-01-06T04:00:00Z,BE,0.575,1,24.99
FR,2016-01-06T05:00:00Z,BE,0.575,1,26.62
FR,2016-01-06T06:00:00Z,BE,0.575,1,38.92
FR,2016-01-06T07:00:00Z,BE,0.575,1,41.42
FR,2016-01-06T08:00:00Z,BE,0.575,1,40.61
FR,2016-01-06T09:00:00Z,BE,0.575,1,39.07
FR,2016-01-06T10:00:00Z,BE,0.575,1,40.08
FR,2016-01-06T11:00:00Z,BE,0.575,1,40.73
FR,2016-01-06T12:00:00Z,BE,0.575,1,38.26
FR,2016-01-06T13:00:00Z,BE,0.575,1,35.44
FR,2016-01-06T14:00:00Z,BE,0.575,1,36.92
FR,2016-01-06T15:00:00Z,BE,0.575,1,41.28
FR,2016-01-06T16:00:00Z,BE,0.575,1,44.95
FR,2016-01-06T17:00:00Z,BE,0.575,1,46.9
FR,2016-01-06T18:00:00Z,BE,0.575,1,43.95
FR,2016-01-06T19:00:00Z,BE,0.575,1,39.94
FR,2016-01-06T20:00:00Z,BE,0.575,1,32.4
FR,2016-01-06T21:00:00Z,BE,0.575,1,33.51
FR,2016-01-06T22:00:00Z,BE,0.575,1,30.11
FR,2016-01-06T23:00:00Z,BE,0.575,1,26.41
FR,2016-01-07T00:00:00Z,BE,0.575,1,26.05
FR,2016-01-07T01:00:00Z,BE,0.575,1,24.93
FR,2016-01-07T02:00:00Z,BE,0.575,1,22.39
FR,2016-01-07T03:00:00Z,BE,0.575,1,22.32
FR,2016-01-07T04:00:00Z,BE,0.575,1,24.2
FR,2016-01-07T05:00:00Z,BE,0.575,1,31
FR,2016-01-07T06:00:00Z,BE,0.575,1,42.47
FR,2016-01-07T07:00:00Z,BE,0.575,1,42.97
FR,2016-01-07T08:00:00Z,BE,0.575,1,41.93
FR,2016-01-07T09:00:00Z,BE,0.575,1,41.62
FR,2016-01-07T10:00:00Z,BE,0.575,1,41.5
FR,2016-01-07T11:00:00Z,BE,0.575,1,40.66
FR,2016-01-07T12:00:00Z,BE,0.575,1,40.33
FR,2016-01-07T13:00:00Z,BE,0.575,1,36.51
FR,2016-01-07T14:00:00Z,BE,0.575,1,33.49
FR,2016-01-07T15:00:00Z,BE,0.575,1,34.19
FR,2016-01-07T16:00:00Z,BE,0.575,1,40.66
FR,2016-01-07T17:00:00Z,BE,0.575,1,40.8
FR,2016-01-07T18:00:00Z,BE,0.575,1,39.69
FR,2016-01-07T19:00:00Z,BE,0.575,1,31.94
FR,2016-01-07T20:00:00Z,BE,0.575,1,32.44
FR,2016-01-07T21:00:00Z,BE,0.575,1,33.39
FR,2016-01-07T22:00:00Z,BE,0.575,1,29.27
FR,2016-01-07T23:00:00Z,BE,0.575,1,14.44
FR,2016-01-08T00:00:00Z,BE,0.575,1,18.6
FR,2016-01-08T01:00:00Z,BE,0.575,1,16.51
FR,2016-01-08T02:00:00Z,BE,0.575,1,15.42
FR,2016-01-08T03:00:00Z,BE,0.575,1,15.17
FR,2016-01-08T04:00:00Z,BE,0.575,1,18.21
FR,2016-01-08T05:00:00Z,BE,0.575,1,24.28
FR,2016-01-08T06:00:00Z,BE,0.575,1,33
FR,2016-01-08T07:00:00Z,BE,0.575,1,44.47
FR,2016-01-08T08:00:00Z,BE,0.575,1,35
FR,2016-01-08T09:00:00Z,BE,0.575,1,33
FR,2016-01-08T10:00:00Z,BE,0.575,1,36.91
FR,2016-01-08T11:00:00Z,BE,0.575,1,36.13
FR,2016-01-08T12:00:00Z,BE,0.575,1,36.13
FR,2016-01-08T13:00:00Z,BE,0.575,1,32.45
FR,2016-01-08T14:00:00Z,BE,0.575,1,32.08
FR,2016-01-08T15:00:00Z,BE,0.575,1,37.16
FR,2016-01-08T16:00:00Z,BE,0.575,1,45
FR,2016-01-08T17:00:00Z,BE,0.575,1,46.97
FR,2016-01-08T18:00:00Z,BE,0.575,1,40.09
FR,2016-01-08T19:00:00Z,BE,0.575,1,34.61
FR,2016-01-08T20:00:00Z,BE,0.575,1,31.52
FR,2016-01-08T21:00:00Z,BE,0.575,1,32.5
FR,2016-01-08T22:00:00Z,BE,0.575,1,29.87
FR,2016-01-08T23:00:00Z,BE,0.575,1,26.1
FR,2016-01-09T00:00:00Z,BE,0.575,1,25.1
FR,2016-01-09T01:00:00Z,BE,0.575,1,24.3
FR,2016-01-09T02:00:00Z,BE,0.575,1,23.23
FR,2016-01-09T03:00:00Z,BE,0.575,1,21.96
FR,2016-01-09T04:00:00Z,BE,0.575,1,22.45
FR,2016-01-09T05:00:00Z,BE,0.575,1,23.07
FR,2016-01-09T06:00:00Z,BE,0.575,1,25
FR,2016-01-09T07:00:00Z,BE,0.575,1,32.11
FR,2016-01-09T08:00:00Z,BE,0.575,1,37.12
FR,2016-01-09T09:00:00Z,BE,0.575,1,36.13
FR,2016-01-09T10:00:00Z,BE,0.575,1,35.76
FR,2016-01-09T11:00:00Z,BE,0.575,1,34.06
FR,2016-01-09T12:00:00Z,BE,0.575,1,31.54
FR,2016-01-09T13:00:00Z,BE,0.575,1,27.92
FR,2016-01-09T14:00:00Z,BE,0.575,1,27
FR,2016-01-09T15:00:00Z,BE,0.575,1,30.5
FR,2016-01-09T16:00:00Z,BE,0.575,1,36.99
FR,2016-01-09T17:00:00Z,BE,0.575,1,36.8
FR,2016-01-09T18:00:00Z,BE,0.575,1,35
FR,2016-01-09T19:00:00Z,BE,0.575,1,29
FR,2016-01-09T20:00:00Z,BE,0.575,1,25.01
FR,2016-01-09T21:00:00Z,BE,0.575,1,25.1
FR,2016-01-09T22:00:00Z,BE,0.575,1,22.28
FR,2016-01-09T23:00:00Z,BE,0.575,1,15.58
FR,2016-01-10T00:00:00Z,BE,0.575,1,19.05
FR,2016-01-10T01:00:00Z,BE,0.575,1,17.01
FR,2016-01-10T02:00:00Z,BE,0.575,1,12.75
FR,2016-01-10T03:00:00Z,BE,0.575,1,10.81
FR,2016-01-10T04:00:00Z,BE,0.575,1,10.85
FR,2016-01-10T05:00:00Z,BE,0.575,1,9.85
FR,2016-01-10T06:00:00Z,BE,0.575,1,14
FR,2016-01-10T07:00:00Z,BE,0.575,1,16.59
FR,2016-01-10T08:00:00Z,BE,0.575,1,19.61
FR,2016-01-10T09:00:00Z,BE,0.575,1,20.3
FR,2016-01-10T10:00:00Z,BE,0.575,1,21.98
FR,2016-01-10T11:00:00Z,BE,0.575,1,23.48
FR,2016-01-10T12:00:00Z,BE,0.575,1,21.4
FR,2016-01-10T13:00:00Z,BE,0.575,1,20.85
FR,2016-01-10T14:00:00Z,BE,0.575,1,21.66
FR,2016-01-10T15:00:00Z,BE,0.575,1,23.92
FR,2016-01-10T16:00:00Z,BE,0.575,1,26.9
FR,2016-01-10T17:00:00Z,BE,0.575,1,35
FR,2016-01-10T18:00:00Z,BE,0.575,1,33
FR,2016-01-10T19:00:00Z,BE,0.575,1,31.08
FR,2016-01-10T20:00:00Z,BE,0.575,1,27.44
FR,2016-01-10T21:00:00Z,BE,0.575,1,26.93
FR,2016-01-10T22:00:00Z,BE,0.575,1,23.12
FR,2016-01-10T23:00:00Z,BE,0.575,1,21.95
FR,2016-01-11T00:00:00Z,BE,0.575,1,20.04
FR,2016-01-11T01:00:00Z,BE,0.575,1,19.78
FR,2016-01-11T02:00:00Z,BE,0.575,1,19.36
FR,2016-01-11T03:00:00Z,BE,0.575,1,19.56
FR,2016-01-11T04:00:00Z,BE,0.575,1,21.67
FR,2016-01-11T05:00:00Z,BE,0.575,1,28.5
FR,2016-01-11T06:00:00Z,BE,0.575,1,41.61
FR,2016-01-11T07:00:00Z,BE,0.575,1,45.93
FR,2016-01-11T08:00:00Z,BE,0.575,1,44
FR,2016-01-11T09:00:00Z,BE,0.575,1,41.94
FR,2016-01-11T10:00:00Z,BE,0.575,1,41.96
FR,2016-01-11T11:00:00Z,BE,0.575,1,38.95
FR,2016-01-11T12:00:00Z,BE,0.575,1,37.58
FR,2016-01-11T13:00:00Z,BE,0.575,1,39.88
FR,2016-01-11T14:00:00Z,BE,0.575,1,37.5
FR,2016-01-11T15:00:00Z,BE,0.575,1,37.95
FR,2016-01-11T16:00:00Z,BE,0.575,1,41.6
FR,2016-01-11T17:00:00Z,BE,0.575,1,42.88
FR,2016-01-11T18:00:00Z,BE,0.575,1,40
FR,2016-01-11T19:00:00Z,BE,0.575,1,33.09
FR,2016-01-11T20:00:00Z,BE,0.575,1,30.09
FR,2016-01-11T21:00:00Z,BE,0.575,1,32.89
FR,2016-01-11T22:00:00Z,BE,0.575,1,27.65
FR,2016-01-11T23:00:00Z,BE,0.575,1,21.51
FR,2016-01-12T00:00:00Z,BE,0.575,1,19.81
FR,2016-01-12T01:00:00Z,BE,0.575,1,19.1
FR,2016-01-12T02:00:00Z,BE,0.575,1,15.74
FR,2016-01-12T03:00:00Z,BE,0.575,1,14.2
FR,2016-01-12T04:00:00Z,BE,0.575,1,20.19
FR,2016-01-12T05:00:00Z,BE,0.575,1,24.38
FR,2016-01-12T06:00:00Z,BE,0.575,1,35.92
FR,2016-01-12T07:00:00Z,BE,0.575,1,40.5
FR,2016-01-12T08:00:00Z,BE,0.575,1,41
FR,2016-01-12T09:00:00Z,BE,0.575,1,38.66
FR,2016-01-12T10:00:00Z,BE,0.575,1,36.46
FR,2016-01-12T11:00:00Z,BE,0.575,1,35
FR,2016-01-12T12:00:00Z,BE,0.575,1,33.3
FR,2016-01-12T13:00:00Z,BE,0.575,1,32.21
FR,2016-01-12T14:00:00Z,BE,0.575,1,33
FR,2016-01-12T15:00:00Z,BE,0.575,1,36.08
FR,2016-01-12T16:00:00Z,BE,0.575,1,41.94
FR,2016-01-12T17:00:00Z,BE,0.575,1,46.36
FR,2016-01-12T18:00:00Z,BE,0.575,1,43.92
FR,2016-01-12T19:00:00Z,BE,0.575,1,36.96
FR,2016-01-12T20:00:00Z,BE,0.575,1,29.99
FR,2016-01-12T21:00:00Z,BE,0.575,1,29.73
FR,2016-01-12T22:00:00Z,BE,0.575,1,26.3
FR,2016-01-12T23:00:00Z,BE,0.575,1,21
FR,2016-01-13T00:00:00Z,BE,0.575,1,19.66
FR,2016-01-13T01:00:00Z,BE,0.575,1,18.13
FR,2016-01-13T02:00:00Z,BE,0.575,1,16.07
FR,2016-01-13T03:00:00Z,BE,0.575,1,18.05
FR,2016-01-13T04:00:00Z,BE,0.575,1,20.83
FR,2016-01-13T05:00:00Z,BE,0.575,1,24.1
FR,2016-01-13T06:00:00Z,BE,0.575,1,44.46
FR,2016-01-13T07:00:00Z,BE,0.575,1,44.8
FR,2016-01-13T08:00:00Z,BE,0.575,1,45.2
FR,2016-01-13T09:00:00Z,BE,0.575,1,44.8
FR,2016-01-13T10:00:00Z,BE,0.575,1,44.8
FR,2016-01-13T11:00:00Z,BE,0.575,1,44.23
FR,2016-01-13T12:00:00Z,BE,0.575,1,40.54
FR,2016-01-13T13:00:00Z,BE,0.575,1,38.46
FR,2016-01-13T14:00:00Z,BE,0.575,1,37.44
FR,2016-01-13T15:00:00Z,BE,0.575,1,39.58
FR,2016-01-13T16:00:00Z,BE,0.575,1,43
FR,2016-01-13T17:00:00Z,BE,0.575,1,49.2
FR,2016-01-13T18:00:00Z,BE,0.575,1,48.5
FR,2016-01-13T19:00:00Z,BE,0.575,1,39.58
FR,2016-01-13T20:00:00Z,BE,0.575,1,33.4
FR,2016-01-13T21:00:00Z,BE,0.575,1,36.75
FR,2016-01-13T22:00:00Z,BE,0.575,1,35
FR,2016-01-13T23:00:00Z,BE,0.575,1,26.31
FR,2016-01-14T00:00:00Z,BE,0.575,1,23.06
FR,2016-01-14T01:00:00Z,BE,0.575,1,22.22
FR,2016-01-14T02:00:00Z,BE,0.575,1,22.03
FR,2016-01-14T03:00:00Z,BE,0.575,1,22.53
FR,2016-01-14T04:00:00Z,BE,0.575,1,23.9
FR,2016-01-14T05:00:00Z,BE,0.575,1,32.74
FR,2016-01-14T06:00:00Z,BE,0.575,1,40.4
FR,2016-01-14T07:00:00Z,BE,0.575,1,46.35
FR,2016-01-14T08:00:00Z,BE,0.575,1,44.8
FR,2016-01-14T09:00:00Z,BE,0.575,1,45.87
FR,2016-01-14T10:00:00Z,BE,0.575,1,45.4
FR,2016-01-14T11:00:00Z,BE,0.575,1,46.13
FR,2016-01-14T12:00:00Z,BE,0.575,1,47.85
FR,2016-01-14T13:00:00Z,BE,0.575,1,44.95
FR,2016-01-14T14:00:00Z,BE,0.575,1,42.99
FR,2016-01-14T15:00:00Z,BE,0.575,1,42.34
FR,2016-01-14T16:00:00Z,BE,0.575,1,47.29
FR,2016-01-14T17:00:00Z,BE,0.575,1,41.53
FR,2016-01-14T18:00:00Z,BE,0.575,1,34.91
FR,2016-01-14T19:00:00Z,BE,0.575,1,40.4
FR,2016-01-14T20:00:00Z,BE,0.575,1,33.88
FR,2016-01-14T21:00:00Z,BE,0.575,1,34.5
FR,2016-01-14T22:00:00Z,BE,0.575,1,29.57
FR,2016-01-14T23:00:00Z,BE,0.575,1,34.4
FR,2016-01-15T00:00:00Z,BE,0.575,1,27.67
FR,2016-01-15T01:00:00Z,BE,0.575,1,24.36
FR,2016-01-15T02:00:00Z,BE,0.575,1,23.5
FR,2016-01-15T03:00:00Z,BE,0.575,1,22.94
FR,2016-01-15T04:00:00Z,BE,0.575,1,26.57
FR,2016-01-15T05:00:00Z,BE,0.575,1,32.61
FR,2016-01-15T06:00:00Z,BE,0.575,1,42.55
FR,2016-01-15T07:00:00Z,BE,0.575,1,47.01
FR,2016-01-15T08:00:00Z,BE,0.575,1,47.44
FR,2016-01-15T09:00:00Z,BE,0.575,1,47.56
FR,2016-01-15T10:00:00Z,BE,0.575,1,46.95
FR,2016-01-15T11:00:00Z,BE,0.575,1,44
FR,2016-01-15T12:00:00Z,BE,0.575,1,42.05
FR,2016-01-15T13:00:00Z,BE,0.575,1,39.99
FR,2016-01-15T14:00:00Z,BE,0.575,1,37.65
FR,2016-01-15T15:00:00Z,BE,0.575,1,38
FR,2016-01-15T16:00:00Z,BE,0.575,1,45.26
FR,2016-01-15T17:00:00Z,BE,0.575,1,48.04
FR,2016-01-15T18:00:00Z,BE,0.575,1,48.56
FR,2016-01-15T19:00:00Z,BE,0.575,1,43.02
FR,2016-01-15T20:00:00Z,BE,0.575,1,41.12
FR,2016-01-15T21:00:00Z,BE,0.575,1,40.61
FR,2016-01-15T22:00:00Z,BE,0.575,1,38.87
FR,2016-01-15T23:00:00Z,BE,0.575,1,31.49
FR,2016-01-16T00:00:00Z,BE,0.575,1,28.95
FR,2016-01-16T01:00:00Z,BE,0.575,1,25.58
FR,2016-01-16T02:00:00Z,BE,0.575,1,24.73
FR,2016-01-16T03:00:00Z,BE,0.575,1,24.08
FR,2016-01-16T04:00:00Z,BE,0.575,1,25.32
FR,2016-01-16T05:00:00Z,BE,0.575,1,24.77
FR,2016-01-16T06:00:00Z,BE,0.575,1,27.54
FR,2016-01-16T07:00:00Z,BE,0.575,1,33.12
FR,2016-01-16T08:00:00Z,BE,0.575,1,38.14
FR,2016-01-16T09:00:00Z,BE,0.575,1,39.77
FR,2016-01-16T10:00:00Z,BE,0.575,1,38.8
FR,2016-01-16T11:00:00Z,BE,0.575,1,36.85
FR,2016-01-16T12:00:00Z,BE,0.575,1,35.8
FR,2016-01-16T13:00:00Z,BE,0.575,1,33.11
FR,2016-01-16T14:00:00Z,BE,0.575,1,31.89
FR,2016-01-16T15:00:00Z,BE,0.575,1,33.97
FR,2016-01-16T16:00:00Z,BE,0.575,1,39.77
FR,2016-01-16T17:00:00Z,BE,0.575,1,40.03
FR,2016-01-16T18:00:00Z,BE,0.575,1,38.14
FR,2016-01-16T19:00:00Z,BE,0.575,1,42.52
FR,2016-01-16T20:00:00Z,BE,0.575,1,25.9
FR,2016-01-16T21:00:00Z,BE,0.575,1,29.92
FR,2016-01-16T22:00:00Z,BE,0.575,1,27
FR,2016-01-16T23:00:00Z,BE,0.575,1,22.6
FR,2016-01-17T00:00:00Z,BE,0.575,1,20.25
FR,2016-01-17T01:00:00Z,BE,0.575,1,20.76
FR,2016-01-17T02:00:00Z,BE,0.575,1,20.97
FR,2016-01-17T03:00:00Z,BE,0.575,1,20.89
FR,2016-01-17T04:00:00Z,BE,0.575,1,21.64
FR,2016-01-17T05:00:00Z,BE,0.575,1,20.78
FR,2016-01-17T06:00:00Z,BE,0.575,1,23.09
FR,2016-01-17T07:00:00Z,BE,0.575,1,24.3
FR,2016-01-17T08:00:00Z,BE,0.575,1,26.54
FR,2016-01-17T09:00:00Z,BE,0.575,1,30.11
FR,2016-01-17T10:00:00Z,BE,0.575,1,36.29
FR,2016-01-17T11:00:00Z,BE,0.575,1,32.44
FR,2016-01-17T12:00:00Z,BE,0.575,1,26.93
FR,2016-01-17T13:00:00Z,BE,0.575,1,26.4
FR,2016-01-17T14:00:00Z,BE,0.575,1,27.29
FR,2016-01-17T15:00:00Z,BE,0.575,1,31.94
FR,2016-01-17T16:00:00Z,BE,0.575,1,39.49
FR,2016-01-17T17:00:00Z,BE,0.575,1,42.8
FR,2016-01-17T18:00:00Z,BE,0.575,1,39.23
FR,2016-01-17T19:00:00Z,BE,0.575,1,33.3
FR,2016-01-17T20:00:00Z,BE,0.575,1,27.04
FR,2016-01-17T21:00:00Z,BE,0.575,1,27.05
FR,2016-01-17T22:00:00Z,BE,0.575,1,26.3
FR,2016-01-17T23:00:00Z,BE,0.575,1,36.35
FR,2016-01-18T00:00:00Z,BE,0.575,1,34.12
FR,2016-01-18T01:00:00Z,BE,0.575,1,30.91
FR,2016-01-18T02:00:00Z,BE,0.575,1,25.63
FR,2016-01-18T03:00:00Z,BE,0.575,1,23.51
FR,2016-01-18T04:00:00Z,BE,0.575,1,30.37
FR,2016-01-18T05:00:00Z,BE,0.575,1,36.62
FR,2016-01-18T06:00:00Z,BE,0.575,1,50.23
FR,2016-01-18T07:00:00Z,BE,0.575,1,49.98
FR,2016-01-18T08:00:00Z,BE,0.575,1,50.54
FR,2016-01-18T09:00:00Z,BE,0.575,1,50.37
FR,2016-01-18T10:00:00Z,BE,0.575,1,50.06
FR,2016-01-18T11:00:00Z,BE,0.575,1,49.1
FR,2016-01-18T12:00:00Z,BE,0.575,1,50.53
FR,2016-01-18T13:00:00Z,BE,0.575,1,51.09
FR,2016-01-18T14:00:00Z,BE,0.575,1,51.13
FR,2016-01-18T15:00:00Z,BE,0.575,1,49.66
FR,2016-01-18T16:00:00Z,BE,0.575,1,62.55
FR,2016-01-18T17:00:00Z,BE,0.575,1,68.71
FR,2016-01-18T18:00:00Z,BE,0.575,1,61.45
FR,2016-01-18T19:00:00Z,BE,0.575,1,53.01
FR,2016-01-18T20:00:00Z,BE,0.575,1,49.6
FR,2016-01-18T21:00:00Z,BE,0.575,1,47.52
FR,2016-01-18T22:00:00Z,BE,0.575,1,44.44
FR,2016-01-18T23:00:00Z,BE,0.575,1,35.15
FR,2016-01-19T00:00:00Z,BE,0.575,1,34.24
FR,2016-01-19T01:00:00Z,BE,0.575,1,35.15
FR,2016-01-19T02:00:00Z,BE,0.575,1,29.66
FR,2016-01-19T03:00:00Z,BE,0.575,1,29.39
FR,2016-01-19T04:00:00Z,BE,0.575,1,37.65
FR,2016-01-19T05:00:00Z,BE,0.575,1,42.26
FR,2016-01-19T06:00:00Z,BE,0.575,1,54.1
FR,2016-01-19T07:00:00Z,BE,0.575,1,65.61
FR,2016-01-19T08:00:00Z,BE,0.575,1,65.35
FR,2016-01-19T09:00:00Z,BE,0.575,1,64.14
FR,2016-01-19T10:00:00Z,BE,0.575,1,61.94
FR,2016-01-19T11:00:00Z,BE,0.575,1,58.98
FR,2016-01-19T12:00:00Z,BE,0.575,1,58.53
FR,2016-01-19T13:00:00Z,BE,0.575,1,55.81
FR,2016-01-19T14:00:00Z,BE,0.575,1,55.5
FR,2016-01-19T15:00:00Z,BE,0.575,1,56.21
FR,2016-01-19T16:00:00Z,BE,0.575,1,70.07
FR,2016-01-19T17:00:00Z,BE,0.575,1,89.95
