TIMESTAMP,TECHNOLOGIES,availabilityFactor
71,Fossil Gas,0.9735909454670173
71,Fossil Hard coal,0.8064731398064732
71,Fossil Oil,1
71,Hydro Water Reservoir,1
71,Nuclear,0.8961032789482021
72,Fossil Gas,0.9735909454670173
72,Fossil Hard coal,0.8064731398064732
72,Fossil Oil,1
72,Hydro Water Reservoir,1
72,Nuclear,0.8961032789482021
73,Fossil Gas,0.9735909454670173
73,Fossil Hard coal,0.8064731398064732
73,Fossil Oil,1
73,Hydro Water Reservoir,1
73,Nuclear,0.8961032789482021
74,Fossil Gas,0.9735909454670173
74,Fossil Hard coal,0.8064731398064732
74,Fossil Oil,1
74,Hydro Water Reservoir,1
74,Nuclear,0.8961032789482021
75,Fossil Gas,0.9735909454670173
75,Fossil Hard coal,0.8064731398064732
75,Fossil Oil,1
75,Hydro Water Reservoir,1
75,Nuclear,0.8941232377633455
76,Fossil Gas,0.9735909454670173
76,Fossil Hard coal,0.8064731398064732
76,Fossil Oil,1
76,Hydro Water Reservoir,1
76,Nuclear,0.8941232377633455
77,Fossil Gas,0.9735909454670173
77,Fossil Hard coal,0.8064731398064732
77,Fossil Oil,1
77,Hydro Water Reservoir,1
77,Nuclear,0.8941232377633455
78,Fossil Gas,0.9735909454670173
78,Fossil Hard coal,0.8064731398064732
78,Fossil Oil,1
78,Hydro Water Reservoir,1
78,Nuclear,0.8941232377633455
79,Fossil Gas,0.9735909454670173
79,Fossil Hard coal,0.8064731398064732
79,Fossil Oil,1
79,Hydro Water Reservoir,1
79,Nuclear,0.8961032789482021
80,Fossil Gas,0.906710872299074
80,Fossil Hard coal,0.8064731398064732
80,Fossil Oil,1
80,Hydro Water Reservoir,1
80,Nuclear,0.8961032789482021
81,Fossil Gas,0.906710872299074
81,Fossil Hard coal,0.8064731398064732
81,Fossil Oil,1
81,Hydro Water Reservoir,1
81,Nuclear,0.8961032789482021
82,Fossil Gas,0.906710872299074
82,Fossil Hard coal,0.8064731398064732
82,Fossil Oil,1
82,Hydro Water Reservoir,1
82,Nuclear,0.8961032789482021
83,Fossil Gas,0.906710872299074
83,Fossil Hard coal,0.8064731398064732
83,Fossil Oil,1
83,Hydro Water Reservoir,1
83,Nuclear,0.8961032789482021
84,Fossil Gas,0.906710872299074
84,Fossil Hard coal,0.8064731398064732
84,Fossil Oil,0.9462209302325582
84,Hydro Water Reservoir,1
84,Nuclear,0.8961032789482021
85,Fossil Gas,0.906710872299074
85,Fossil Hard coal,0.8064731398064732
85,Fossil Oil,0.9462209302325582
85,Hydro Water Reservoir,1
85,Nuclear,0.8961032789482021
86,Fossil Gas,0.9735909454670173
86,Fossil Hard coal,0.8064731398064732
86,Fossil Oil,1
86,Hydro Water Reservoir,1
86,Nuclear,0.8961032789482021
87,Fossil Gas,0.9524408368583515
87,Fossil Hard coal,0.8064731398064732
87,Fossil Oil,1
87,Hydro Water Reservoir,1
87,Nuclear,0.8961032789482021
88,Fossil Gas,0.9524408368583515
88,Fossil Hard coal,0.8064731398064732
88,Fossil Oil,1
88,Hydro Water Reservoir,1
88,Nuclear,0.8961032789482021
89,Fossil Gas,0.9524408368583515
89,Fossil Hard coal,0.8064731398064732
89,Fossil Oil,1
89,Hydro Water Reservoir,1
89,Nuclear,0.8928560114050372
90,Fossil Gas,0.9524408368583515
90,Fossil Hard coal,0.8064731398064732
90,Fossil Oil,1
90,Hydro Water Reservoir,1
90,Nuclear,0.8928560114050372
91,Fossil Gas,0.9524408368583515
91,Fossil Hard coal,0.8064731398064732
91,Fossil Oil,1
91,Hydro Water Reservoir,1
91,Nuclear,0.8928560114050372
92,Fossil Gas,0.9524408368583515
92,Fossil Hard coal,0.8064731398064732
92,Fossil Oil,1
92,Hydro Water Reservoir,1
92,Nuclear,0.8961032789482021
93,Fossil Gas,0.9524408368583515
93,Fossil Hard coal,0.8064731398064732
93,Fossil Oil,1
93,Hydro Water Reservoir,1
93,Nuclear,0.8870742911452558
94,Fossil Gas,0.9524408368583515
94,Fossil Hard coal,0.8064731398064732
94,Fossil Oil,1
94,Hydro Water Reservoir,1
94,Nuclear,0.8699508949786156
95,Fossil Gas,0.9524408368583515
95,Fossil Hard coal,0.8064731398064732
95,Fossil Oil,1
95,Hydro Water Reservoir,1
95,Nuclear,0.8699508949786156
96,Fossil Gas,0.9524408368583515
96,Fossil Hard coal,0.8064731398064732
96,Fossil Oil,1
96,Hydro Water Reservoir,1
96,Nuclear,0.8789798827815618
97,Fossil Gas,0.9524408368583515
97,Fossil Hard coal,0.8064731398064732
97,Fossil Oil,1
97,Hydro Water Reservoir,1
97,Nuclear,0.8789798827815618
98,Fossil Gas,0.9524408368583515
98,Fossil Hard coal,0.8064731398064732
98,Fossil Oil,1
98,Hydro Water Reservoir,1
98,Nuclear,0.8789798827815618
99,Fossil Gas,0.9524408368583515
99,Fossil Hard coal,0.8064731398064732
99,Fossil Oil,1
99,Hydro Water Reservoir,1
99,Nuclear,0.8789798827815618
100,Fossil Gas,0.9524408368583515
100,Fossil Hard coal,0.8064731398064732
100,Fossil Oil,1
100,Hydro Water Reservoir,1
100,Nuclear,0.8789798827815618
101,Fossil Gas,0.9524408368583515
101,Fossil Hard coal,0.8064731398064732
101,Fossil Oil,1
101,Hydro Water Reservoir,1
101,Nuclear,0.8789798827815618
102,Fossil Gas,0.9524408368583515
102,Fossil Hard coal,0.8064731398064732
102,Fossil Oil,1
102,Hydro Water Reservoir,1
102,Nuclear,0.8789798827815618
103,Fossil Gas,0.9524408368583515
103,Fossil Hard coal,0.6079412746079412
103,Fossil Oil,1
103,Hydro Water Reservoir,1
103,Nuclear,0.8961032789482021
104,Fossil Gas,0.9147136160969476
104,Fossil Hard coal,0.6079412746079412
104,Fossil Oil,1
104,Hydro Water Reservoir,1
104,Nuclear,0.897845715190876
105,Fossil Gas,0.9147136160969476
105,Fossil Hard coal,0.6079412746079412
105,Fossil Oil,1
105,Hydro Water Reservoir,1
105,Nuclear,0.8949944558846824
106,Fossil Gas,0.9147136160969476
106,Fossil Hard coal,0.6079412746079412
106,Fossil Oil,1
106,Hydro Water Reservoir,1
106,Nuclear,0.8949944558846824
107,Fossil Gas,0.9524408368583515
107,Fossil Hard coal,0.6079412746079412
107,Fossil Oil,1
107,Hydro Water Reservoir,1
107,Nuclear,0.897845715190876
108,Fossil Gas,0.906710872299074
108,Fossil Hard coal,0.6079412746079412
108,Fossil Oil,1
108,Hydro Water Reservoir,1
108,Nuclear,0.897845715190876
109,Fossil Gas,0.906710872299074
109,Fossil Hard coal,0.6079412746079412
109,Fossil Oil,1
109,Hydro Water Reservoir,1
109,Nuclear,0.897845715190876
110,Fossil Gas,0.906710872299074
110,Fossil Hard coal,0.6079412746079412
110,Fossil Oil,1
110,Hydro Water Reservoir,1
110,Nuclear,0.897845715190876
111,Fossil Gas,0.906710872299074
111,Fossil Hard coal,0.6079412746079412
111,Fossil Oil,1
111,Hydro Water Reservoir,1
111,Nuclear,0.897845715190876
112,Fossil Gas,0.906710872299074
112,Fossil Hard coal,0.6079412746079412
112,Fossil Oil,1
112,Hydro Water Reservoir,1
112,Nuclear,0.897845715190876
113,Fossil Gas,0.906710872299074
113,Fossil Hard coal,0.6079412746079412
113,Fossil Oil,1
113,Hydro Water Reservoir,1
113,Nuclear,0.897845715190876
114,Fossil Gas,0.906710872299074
114,Fossil Hard coal,0.8064731398064732
114,Fossil Oil,0.9462209302325582
114,Hydro Water Reservoir,1
114,Nuclear,0.897845715190876
115,Fossil Gas,0.906710872299074
115,Fossil Hard coal,0.8064731398064732
115,Fossil Oil,0.9462209302325582
115,Hydro Water Reservoir,1
115,Nuclear,0.897845715190876
116,Fossil Gas,0.906710872299074
116,Fossil Hard coal,0.8064731398064732
116,Fossil Oil,0.9462209302325582
116,Hydro Water Reservoir,1
116,Nuclear,0.897845715190876
117,Fossil Gas,0.906710872299074
117,Fossil Hard coal,0.8064731398064732
117,Fossil Oil,0.9462209302325582
117,Hydro Water Reservoir,1
117,Nuclear,0.897845715190876
118,Fossil Gas,0.906710872299074
118,Fossil Hard coal,0.8064731398064732
118,Fossil Oil,0.9462209302325582
118,Hydro Water Reservoir,1
118,Nuclear,0.897845715190876
119,Fossil Gas,0.906710872299074
119,Fossil Hard coal,0.8064731398064732
119,Fossil Oil,0.9462209302325582
119,Hydro Water Reservoir,1
119,Nuclear,0.897845715190876
120,Fossil Gas,0.906710872299074
120,Fossil Hard coal,0.8064731398064732
120,Fossil Oil,0.9462209302325582
120,Hydro Water Reservoir,1
120,Nuclear,0.897845715190876
121,Fossil Gas,0.906710872299074
121,Fossil Hard coal,0.8064731398064732
121,Fossil Oil,0.9462209302325582
121,Hydro Water Reservoir,0.9883422709256237
121,Nuclear,0.897845715190876
122,Fossil Gas,0.906710872299074
122,Fossil Hard coal,0.8064731398064732
122,Fossil Oil,0.9462209302325582
122,Hydro Water Reservoir,0.9883422709256237
122,Nuclear,0.897845715190876
123,Fossil Gas,0.906710872299074
123,Fossil Hard coal,0.8064731398064732
123,Fossil Oil,0.9462209302325582
123,Hydro Water Reservoir,0.9883422709256237
123,Nuclear,0.897845715190876
124,Fossil Gas,0.906710872299074
124,Fossil Hard coal,0.8064731398064732
124,Fossil Oil,0.9462209302325582
124,Hydro Water Reservoir,0.9883422709256237
124,Nuclear,0.897845715190876
125,Fossil Gas,0.906710872299074
125,Fossil Hard coal,0.8064731398064732
125,Fossil Oil,0.9462209302325582
125,Hydro Water Reservoir,0.9883422709256237
125,Nuclear,0.897845715190876
126,Fossil Gas,0.906710872299074
126,Fossil Hard coal,0.8064731398064732
126,Fossil Oil,0.9462209302325582
126,Hydro Water Reservoir,0.9883422709256237
126,Nuclear,0.897845715190876
127,Fossil Gas,0.906710872299074
127,Fossil Hard coal,0.8064731398064732
127,Fossil Oil,0.9462209302325582
127,Hydro Water Reservoir,0.9883422709256237
127,Nuclear,0.897845715190876
128,Fossil Gas,0.9295758545787127
128,Fossil Hard coal,0.8064731398064732
128,Fossil Oil,0.9462209302325582
128,Hydro Water Reservoir,0.9883422709256237
128,Nuclear,0.897845715190876
129,Fossil Gas,0.9295758545787127
129,Fossil Hard coal,0.8064731398064732
129,Fossil Oil,0.9462209302325582
129,Hydro Water Reservoir,0.9883422709256237
129,Nuclear,0.897845715190876
130,Fossil Gas,0.9295758545787127
130,Fossil Hard coal,0.8064731398064732
130,Fossil Oil,0.9462209302325582
130,Hydro Water Reservoir,0.9883422709256237
130,Nuclear,0.897845715190876
131,Fossil Gas,0.9295758545787127
131,Fossil Hard coal,0.8064731398064732
131,Fossil Oil,0.9462209302325582
131,Hydro Water Reservoir,0.9883422709256237
131,Nuclear,0.897845715190876
132,Fossil Gas,0.9735909454670173
132,Fossil Hard coal,0.8064731398064732
132,Fossil Oil,0.9462209302325582
132,Hydro Water Reservoir,0.9883422709256237
132,Nuclear,0.897845715190876
133,Fossil Gas,0.9735909454670173
133,Fossil Hard coal,0.8064731398064732
133,Fossil Oil,0.9462209302325582
133,Hydro Water Reservoir,0.9883422709256237
133,Nuclear,0.897845715190876
134,Fossil Gas,0.9735909454670173
134,Fossil Hard coal,0.8064731398064732
134,Fossil Oil,0.9462209302325582
134,Hydro Water Reservoir,0.9883422709256237
134,Nuclear,0.897845715190876
135,Fossil Gas,0.9735909454670173
135,Fossil Hard coal,0.8064731398064732
135,Fossil Oil,0.9462209302325582
135,Hydro Water Reservoir,1
135,Nuclear,0.897845715190876
136,Fossil Gas,0.9735909454670173
136,Fossil Hard coal,0.8064731398064732
136,Fossil Oil,0.9462209302325582
136,Hydro Water Reservoir,1
136,Nuclear,0.897845715190876
137,Fossil Gas,0.9735909454670173
137,Fossil Hard coal,0.8064731398064732
137,Fossil Oil,0.9462209302325582
137,Hydro Water Reservoir,1
137,Nuclear,0.897845715190876
138,Fossil Gas,0.9735909454670173
138,Fossil Hard coal,0.8064731398064732
138,Fossil Oil,0.9462209302325582
138,Hydro Water Reservoir,1
138,Nuclear,0.897845715190876
139,Fossil Gas,0.9727906710872299
139,Fossil Hard coal,0.8064731398064732
139,Fossil Oil,0.9462209302325582
139,Hydro Water Reservoir,1
139,Nuclear,0.897845715190876
140,Fossil Gas,0.9727906710872299
140,Fossil Hard coal,0.8064731398064732
140,Fossil Oil,0.9462209302325582
140,Hydro Water Reservoir,1
140,Nuclear,0.897845715190876
141,Fossil Gas,0.9735909454670173
141,Fossil Hard coal,0.8064731398064732
141,Fossil Oil,0.9462209302325582
141,Hydro Water Reservoir,1
141,Nuclear,0.897845715190876
142,Fossil Gas,0.9735909454670173
142,Fossil Hard coal,0.8064731398064732
142,Fossil Oil,0.9462209302325582
142,Hydro Water Reservoir,1
142,Nuclear,0.897845715190876
143,Fossil Gas,0.9735909454670173
143,Fossil Hard coal,0.8064731398064732
143,Fossil Oil,0.9462209302325582
143,Hydro Water Reservoir,1
143,Nuclear,0.897845715190876
144,Fossil Gas,0.9735909454670173
144,Fossil Hard coal,0.8064731398064732
144,Fossil Oil,0.9462209302325582
144,Hydro Water Reservoir,1
144,Nuclear,0.897845715190876
145,Fossil Gas,0.9735909454670173
145,Fossil Hard coal,0.8064731398064732
145,Fossil Oil,0.9462209302325582
145,Hydro Water Reservoir,1
145,Nuclear,0.897845715190876
146,Fossil Gas,0.9735909454670173
146,Fossil Hard coal,0.8064731398064732
146,Fossil Oil,0.9462209302325582
146,Hydro Water Reservoir,1
146,Nuclear,0.897845715190876
147,Fossil Gas,0.9735909454670173
147,Fossil Hard coal,0.8064731398064732
147,Fossil Oil,0.9462209302325582
147,Hydro Water Reservoir,1
147,Nuclear,0.897845715190876
148,Fossil Gas,0.9735909454670173
148,Fossil Hard coal,0.8064731398064732
148,Fossil Oil,0.9462209302325582
148,Hydro Water Reservoir,1
148,Nuclear,0.9102011721843815
149,Fossil Gas,0.9735909454670173
149,Fossil Hard coal,0.8064731398064732
149,Fossil Oil,0.9462209302325582
149,Hydro Water Reservoir,1
149,Nuclear,0.9102011721843815
150,Fossil Gas,0.9735909454670173
150,Fossil Hard coal,0.8064731398064732
150,Fossil Oil,0.9462209302325582
150,Hydro Water Reservoir,1
150,Nuclear,0.8997465547283383
151,Fossil Gas,0.9735909454670173
151,Fossil Hard coal,0.8064731398064732
151,Fossil Oil,0.9462209302325582
151,Hydro Water Reservoir,1
151,Nuclear,0.8997465547283383
152,Fossil Gas,0.9735909454670173
152,Fossil Hard coal,0.8064731398064732
152,Fossil Oil,0.9462209302325582
152,Hydro Water Reservoir,1
152,Nuclear,0.8997465547283383
153,Fossil Gas,0.9735909454670173
153,Fossil Hard coal,0.8064731398064732
153,Fossil Oil,0.9462209302325582
153,Hydro Water Reservoir,1
153,Nuclear,0.9076667194677649
154,Fossil Gas,0.9735909454670173
154,Fossil Hard coal,0.8064731398064732
154,Fossil Oil,0.9462209302325582
154,Hydro Water Reservoir,1
154,Nuclear,0.9076667194677649
155,Fossil Gas,0.9735909454670173
155,Fossil Hard coal,0.8064731398064732
155,Fossil Oil,0.9462209302325582
155,Hydro Water Reservoir,1
155,Nuclear,0.9076667194677649
156,Fossil Gas,0.9735909454670173
156,Fossil Hard coal,0.8064731398064732
156,Fossil Oil,0.9462209302325582
156,Hydro Water Reservoir,1
156,Nuclear,0.9076667194677649
157,Fossil Gas,0.9735909454670173
157,Fossil Hard coal,0.8064731398064732
157,Fossil Oil,0.9462209302325582
157,Hydro Water Reservoir,1
157,Nuclear,0.918121336923808
158,Fossil Gas,0.9735909454670173
158,Fossil Hard coal,0.8064731398064732
158,Fossil Oil,0.9462209302325582
158,Hydro Water Reservoir,1
158,Nuclear,0.918121336923808
159,Fossil Gas,0.9735909454670173
159,Fossil Hard coal,0.8064731398064732
159,Fossil Oil,0.9462209302325582
159,Hydro Water Reservoir,1
159,Nuclear,0.907983526057342
160,Fossil Gas,0.9735909454670173
160,Fossil Hard coal,0.8064731398064732
160,Fossil Oil,0.9462209302325582
160,Hydro Water Reservoir,1
160,Nuclear,0.907983526057342
161,Fossil Gas,0.9735909454670173
161,Fossil Hard coal,0.8064731398064732
161,Fossil Oil,0.9462209302325582
161,Hydro Water Reservoir,1
161,Nuclear,0.907983526057342
162,Fossil Gas,0.9735909454670173
162,Fossil Hard coal,0.8064731398064732
162,Fossil Oil,0.9462209302325582
162,Hydro Water Reservoir,1
162,Nuclear,0.907983526057342
163,Fossil Gas,0.9735909454670173
163,Fossil Hard coal,0.8064731398064732
163,Fossil Oil,0.9462209302325582
163,Hydro Water Reservoir,1
163,Nuclear,0.907983526057342
164,Fossil Gas,0.9735909454670173
164,Fossil Hard coal,0.8064731398064732
164,Fossil Oil,0.9462209302325582
164,Hydro Water Reservoir,1
