AREAS,TIMESTAMP_d,INTERCOS,availabilityFactor_import,availabilityFactor_export,da_price
FR,2018-01-01T00:00:00Z,BE,1,0.9821428571428571,4.74
FR,2018-01-01T01:00:00Z,BE,1,0.9821428571428571,3.66
FR,2018-01-01T02:00:00Z,BE,1,0.9821428571428571,1.26
FR,2018-01-01T03:00:00Z,BE,1,0.9821428571428571,-20.1
FR,2018-01-01T04:00:00Z,BE,1,0.9821428571428571,-31.82
FR,2018-01-01T05:00:00Z,BE,1,0.9821428571428571,-28.66
FR,2018-01-01T06:00:00Z,BE,1,0.9821428571428571,-13.71
FR,2018-01-01T07:00:00Z,BE,1,0.9821428571428571,-19.33
FR,2018-01-01T08:00:00Z,BE,1,0.9821428571428571,-15.78
FR,2018-01-01T09:00:00Z,BE,1,0.9821428571428571,-12.05
FR,2018-01-01T10:00:00Z,BE,1,0.9821428571428571,-0.42
FR,2018-01-01T11:00:00Z,BE,1,0.9821428571428571,2.3
FR,2018-01-01T12:00:00Z,BE,1,0.9821428571428571,2.3
FR,2018-01-01T13:00:00Z,BE,1,0.9821428571428571,13.76
FR,2018-01-01T14:00:00Z,BE,1,0.9821428571428571,15.43
FR,2018-01-01T15:00:00Z,BE,1,0.9821428571428571,25.46
FR,2018-01-01T16:00:00Z,BE,1,0.9821428571428571,32.7
FR,2018-01-01T17:00:00Z,BE,1,0.9821428571428571,32.7
FR,2018-01-01T18:00:00Z,BE,1,0.9821428571428571,23.42
FR,2018-01-01T19:00:00Z,BE,1,0.9821428571428571,20.34
FR,2018-01-01T20:00:00Z,BE,1,0.9821428571428571,21.95
FR,2018-01-01T21:00:00Z,BE,1,0.9821428571428571,23.52
FR,2018-01-01T22:00:00Z,BE,1,0.9821428571428571,16.35
FR,2018-01-01T23:00:00Z,BE,1,0.9821428571428571,13.02
FR,2018-01-02T00:00:00Z,BE,1,0.9821428571428571,8.45
FR,2018-01-02T01:00:00Z,BE,1,0.9821428571428571,5.09
FR,2018-01-02T02:00:00Z,BE,1,0.9821428571428571,1.64
FR,2018-01-02T03:00:00Z,BE,1,0.9821428571428571,1.41
FR,2018-01-02T04:00:00Z,BE,1,0.9821428571428571,8.36
FR,2018-01-02T05:00:00Z,BE,1,0.9821428571428571,22.58
FR,2018-01-02T06:00:00Z,BE,1,0.9821428571428571,41.92
FR,2018-01-02T07:00:00Z,BE,1,0.9821428571428571,47.95
FR,2018-01-02T08:00:00Z,BE,1,0.9821428571428571,49.9
FR,2018-01-02T09:00:00Z,BE,1,0.9821428571428571,50
FR,2018-01-02T10:00:00Z,BE,1,0.9821428571428571,49.7
FR,2018-01-02T11:00:00Z,BE,1,0.9821428571428571,48.16
FR,2018-01-02T12:00:00Z,BE,1,0.9821428571428571,47.24
FR,2018-01-02T13:00:00Z,BE,1,0.9821428571428571,46.1
FR,2018-01-02T14:00:00Z,BE,1,0.9821428571428571,43.86
FR,2018-01-02T15:00:00Z,BE,1,0.9821428571428571,43.64
FR,2018-01-02T16:00:00Z,BE,1,0.9821428571428571,47.37
FR,2018-01-02T17:00:00Z,BE,1,0.9821428571428571,46.08
FR,2018-01-02T18:00:00Z,BE,1,0.9821428571428571,41.08
FR,2018-01-02T19:00:00Z,BE,1,0.9821428571428571,34.94
FR,2018-01-02T20:00:00Z,BE,1,0.9821428571428571,25.46
FR,2018-01-02T21:00:00Z,BE,1,0.9821428571428571,24.71
FR,2018-01-02T22:00:00Z,BE,1,0.9821428571428571,19.89
FR,2018-01-02T23:00:00Z,BE,1,0.9821428571428571,15.13
FR,2018-01-03T00:00:00Z,BE,1,0.9821428571428571,9.25
FR,2018-01-03T01:00:00Z,BE,1,0.9821428571428571,8.55
FR,2018-01-03T02:00:00Z,BE,1,0.9821428571428571,5.64
FR,2018-01-03T03:00:00Z,BE,1,0.9821428571428571,4.11
FR,2018-01-03T04:00:00Z,BE,1,0.9821428571428571,7.37
FR,2018-01-03T05:00:00Z,BE,1,0.9821428571428571,14.89
FR,2018-01-03T06:00:00Z,BE,1,0.9821428571428571,25.73
FR,2018-01-03T07:00:00Z,BE,1,0.9821428571428571,29.59
FR,2018-01-03T08:00:00Z,BE,1,0.9821428571428571,29.21
FR,2018-01-03T09:00:00Z,BE,1,0.9821428571428571,30
FR,2018-01-03T10:00:00Z,BE,1,0.9821428571428571,30
FR,2018-01-03T11:00:00Z,BE,1,0.9821428571428571,26.39
FR,2018-01-03T12:00:00Z,BE,1,0.9821428571428571,30
FR,2018-01-03T13:00:00Z,BE,1,0.9821428571428571,30
FR,2018-01-03T14:00:00Z,BE,1,0.9821428571428571,32.87
FR,2018-01-03T15:00:00Z,BE,1,0.9821428571428571,37.5
FR,2018-01-03T16:00:00Z,BE,1,0.9821428571428571,34.55
FR,2018-01-03T17:00:00Z,BE,1,0.9821428571428571,36.67
FR,2018-01-03T18:00:00Z,BE,1,0.9821428571428571,26.27
FR,2018-01-03T19:00:00Z,BE,1,0.9821428571428571,27.32
FR,2018-01-03T20:00:00Z,BE,1,0.9821428571428571,21.23
FR,2018-01-03T21:00:00Z,BE,1,0.9821428571428571,20.22
FR,2018-01-03T22:00:00Z,BE,1,0.9821428571428571,20.95
FR,2018-01-03T23:00:00Z,BE,1,0.9821428571428571,19
FR,2018-01-04T00:00:00Z,BE,1,0.9821428571428571,9.2
FR,2018-01-04T01:00:00Z,BE,1,0.9821428571428571,8.66
FR,2018-01-04T02:00:00Z,BE,1,0.9821428571428571,7.7
FR,2018-01-04T03:00:00Z,BE,1,0.9821428571428571,9.8
FR,2018-01-04T04:00:00Z,BE,1,0.9821428571428571,14.69
FR,2018-01-04T05:00:00Z,BE,1,0.9821428571428571,24.24
FR,2018-01-04T06:00:00Z,BE,1,0.9821428571428571,33.59
FR,2018-01-04T07:00:00Z,BE,1,0.9821428571428571,40.45
FR,2018-01-04T08:00:00Z,BE,1,0.9821428571428571,41.97
FR,2018-01-04T09:00:00Z,BE,1,0.9821428571428571,44.91
FR,2018-01-04T10:00:00Z,BE,1,0.9821428571428571,49.54
FR,2018-01-04T11:00:00Z,BE,1,0.9821428571428571,46.04
FR,2018-01-04T12:00:00Z,BE,1,0.9821428571428571,51.34
FR,2018-01-04T13:00:00Z,BE,1,0.9821428571428571,51.68
FR,2018-01-04T14:00:00Z,BE,1,0.9821428571428571,53.52
FR,2018-01-04T15:00:00Z,BE,1,0.9821428571428571,53.18
FR,2018-01-04T16:00:00Z,BE,1,0.9821428571428571,53.08
FR,2018-01-04T17:00:00Z,BE,1,0.9821428571428571,49.96
FR,2018-01-04T18:00:00Z,BE,1,0.9821428571428571,46.73
FR,2018-01-04T19:00:00Z,BE,1,0.9821428571428571,41.57
FR,2018-01-04T20:00:00Z,BE,1,0.9821428571428571,37.09
FR,2018-01-04T21:00:00Z,BE,1,0.9821428571428571,33.92
FR,2018-01-04T22:00:00Z,BE,1,0.9821428571428571,31.5
FR,2018-01-04T23:00:00Z,BE,1,0.9821428571428571,16.83
FR,2018-01-05T00:00:00Z,BE,1,0.9821428571428571,11.73
FR,2018-01-05T01:00:00Z,BE,1,0.9821428571428571,6.86
FR,2018-01-05T02:00:00Z,BE,1,0.9821428571428571,0.55
FR,2018-01-05T03:00:00Z,BE,1,0.9821428571428571,13.91
FR,2018-01-05T04:00:00Z,BE,1,0.9821428571428571,17.2
FR,2018-01-05T05:00:00Z,BE,1,0.9821428571428571,25.8
FR,2018-01-05T06:00:00Z,BE,1,0.9821428571428571,35.65
FR,2018-01-05T07:00:00Z,BE,1,0.9821428571428571,39
FR,2018-01-05T08:00:00Z,BE,1,0.9821428571428571,37.4
FR,2018-01-05T09:00:00Z,BE,1,0.9821428571428571,39.23
FR,2018-01-05T10:00:00Z,BE,1,0.9821428571428571,39.4
FR,2018-01-05T11:00:00Z,BE,1,0.9821428571428571,41.69
FR,2018-01-05T12:00:00Z,BE,1,0.9821428571428571,47
FR,2018-01-05T13:00:00Z,BE,1,0.9821428571428571,44.08
FR,2018-01-05T14:00:00Z,BE,1,0.9821428571428571,47.1
FR,2018-01-05T15:00:00Z,BE,1,0.9821428571428571,47.77
FR,2018-01-05T16:00:00Z,BE,1,0.9821428571428571,56.35
FR,2018-01-05T17:00:00Z,BE,1,0.9821428571428571,57.42
FR,2018-01-05T18:00:00Z,BE,1,0.9821428571428571,53.99
FR,2018-01-05T19:00:00Z,BE,1,0.9821428571428571,42.36
FR,2018-01-05T20:00:00Z,BE,1,0.9821428571428571,39.9
FR,2018-01-05T21:00:00Z,BE,1,0.9821428571428571,39.97
FR,2018-01-05T22:00:00Z,BE,1,0.9821428571428571,36.27
FR,2018-01-05T23:00:00Z,BE,1,0.9821428571428571,29.45
FR,2018-01-06T00:00:00Z,BE,1,0.9821428571428571,28.55
FR,2018-01-06T01:00:00Z,BE,1,0.9821428571428571,28.18
FR,2018-01-06T02:00:00Z,BE,1,0.9821428571428571,29.66
FR,2018-01-06T03:00:00Z,BE,1,0.9821428571428571,30.31
FR,2018-01-06T04:00:00Z,BE,1,0.9821428571428571,30.23
FR,2018-01-06T05:00:00Z,BE,1,0.9821428571428571,30
FR,2018-01-06T06:00:00Z,BE,1,0.9821428571428571,31.36
FR,2018-01-06T07:00:00Z,BE,1,0.9821428571428571,34.19
FR,2018-01-06T08:00:00Z,BE,1,0.9821428571428571,41.11
FR,2018-01-06T09:00:00Z,BE,1,0.9821428571428571,44
FR,2018-01-06T10:00:00Z,BE,1,0.9821428571428571,43.74
FR,2018-01-06T11:00:00Z,BE,1,0.9821428571428571,44.43
FR,2018-01-06T12:00:00Z,BE,1,0.9821428571428571,42.9
FR,2018-01-06T13:00:00Z,BE,1,0.9821428571428571,38.7
FR,2018-01-06T14:00:00Z,BE,1,0.9821428571428571,37.4
FR,2018-01-06T15:00:00Z,BE,1,0.9821428571428571,43.66
FR,2018-01-06T16:00:00Z,BE,1,0.9821428571428571,47
FR,2018-01-06T17:00:00Z,BE,1,0.9821428571428571,49.98
FR,2018-01-06T18:00:00Z,BE,1,0.9821428571428571,45.9
